"id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","prediction_prob","prediction_class"
1288,"Morera","30/11/2011 18:25","Medio (4 - 8 mts)",60,"Mediano",-68.8777775401,-32.8701082573,8,"Aeroparque",2203364.73622,0,0.773329916875809,1
1300,"Morera","30/11/2011 17:36","Medio (4 - 8 mts)",70,"Grande",-68.8773836927,-32.8691485351,8,"Aeroparque",2203364.73622,0,0.345866390969604,0
1311,"Morera","01/12/2011 12:26","Bajo (2 - 4 mts)",18,"Chico",-68.878534239,-32.866862522,8,"Aeroparque",2203364.73622,0,0.134038978256285,0
1314,"Aguaribay","30/11/2011 11:21","Medio (4 - 8 mts)",68,"Grande",-68.8772304427,-32.8646001007,8,"Aeroparque",2203364.73622,0,0.324972211616114,0
1332,"Liquidambar","29/11/2011 12:06","Bajo (2 - 4 mts)",18,"Chico",-68.8781515089,-32.8654133154,8,"Aeroparque",2203364.73622,0,0.773229084443301,1
1340,"Morera","29/11/2011 12:53","Medio (4 - 8 mts)",60,"Mediano",-68.877378555,-32.8656490983,8,"Aeroparque",2203364.73622,0,0.601872223196551,1
1341,"Fresno americano","29/11/2011 12:55","Bajo (2 - 4 mts)",20,"Chico",-68.8773663796,-32.865603668,8,"Aeroparque",2203364.73622,0,0.567578467773274,1
1345,"Fresno americano","29/11/2011 13:00","Muy bajo (1 - 2 mts)",20,"Chico",-68.8773281987,-32.8654611302,8,"Aeroparque",2203364.73622,0,0.819931569974869,1
1350,"Fresno americano","29/11/2011 13:06","Bajo (2 - 4 mts)",30,"Mediano",-68.8772632269,-32.8652185473,8,"Aeroparque",2203364.73622,0,0.143116972409189,0
1351,"Fresno americano","29/11/2011 13:07","Bajo (2 - 4 mts)",60,"Mediano",-68.8772567237,-32.8651942375,8,"Aeroparque",2203364.73622,0,0.218597586499527,0
1352,"Morera","29/11/2011 13:08","Muy bajo (1 - 2 mts)",13,"Chico",-68.8772417412,-32.8651383312,8,"Aeroparque",2203364.73622,0,0.316784308059141,0
1363,"Aguaribay","30/11/2011 11:03","Medio (4 - 8 mts)",126,"Grande",-68.8771437427,-32.8647724883,8,"Aeroparque",2203364.73622,0,0.189405349781737,0
1370,"Paraiso","29/11/2011 18:10","Medio (4 - 8 mts)",140,"Grande",-68.8780490608,-32.8645882974,8,"Aeroparque",2203364.73622,0,0.344549884553999,0
1371,"Jacarand","29/11/2011 18:08","Bajo (2 - 4 mts)",38,"Mediano",-68.8780570874,-32.8646253965,8,"Aeroparque",2203364.73622,0,0.00615087803453207,0
1379,"Acer","23/11/2011 11:28","Medio (4 - 8 mts)",45,"Mediano",-68.8705975376,-32.8785055081,7,"Residencial Parque",1786336.08966,0,0.900710216723382,1
1386,"Acer","23/11/2011 11:12","Muy bajo (1 - 2 mts)",8,"Chico",-68.8708085716,-32.8789680399,7,"Residencial Parque",1786336.08966,0,0.933608583407477,1
1388,"Acer","23/11/2011 11:06","Medio (4 - 8 mts)",60,"Mediano",-68.8708369615,-32.8790524199,7,"Residencial Parque",1786336.08966,0,0.912098649190739,1
1393,"Aguaribay","23/11/2011 11:01","Alto (> 8 mts)",160,"Grande",-68.8709307015,-32.8793308208,7,"Residencial Parque",1786336.08966,0,0.715668656630442,1
1395,"Paraiso","23/11/2011 10:55","Muy bajo (1 - 2 mts)",12,"Chico",-68.8709643895,-32.8794308398,7,"Residencial Parque",1786336.08966,0,0.31612894567661,0
1423,"Morera","22/11/2011 17:30","Medio (4 - 8 mts)",52,"Mediano",-68.8712893765,-32.8786792542,7,"Residencial Parque",1786336.08966,0,0.391709541203454,0
1424,"Jacarand","22/11/2011 17:29","Medio (4 - 8 mts)",45,"Mediano",-68.8712731394,-32.8786310465,7,"Residencial Parque",1786336.08966,0,0.0313861814793199,0
1438,"Acer","22/11/2011 12:44","Bajo (2 - 4 mts)",50,"Mediano",-68.8708084787,-32.8782320856,7,"Residencial Parque",1786336.08966,0,0.258152197115123,0
1443,"Aguaribay","25/11/2011 09:41","Medio (4 - 8 mts)",100,"Grande",-68.8714995127,-32.8755415063,7,"Residencial Parque",1786336.08966,0,0.287448641145602,0
1448,"Conifera","25/11/2011 10:10","Muy bajo (1 - 2 mts)",28,"Mediano",-68.8711414723,-32.8756541734,7,"Residencial Parque",1786336.08966,0,0.196055287262425,0
1461,"Perenne","25/11/2011 10:47","Muy bajo (1 - 2 mts)",30,"Mediano",-68.8713717719,-32.8763215838,7,"Residencial Parque",1786336.08966,0,0.934378418372944,1
1472,"Conifera","25/11/2011 11:19","Muy bajo (1 - 2 mts)",30,"Mediano",-68.8715222742,-32.8767688208,7,"Residencial Parque",1786336.08966,0,0.13015721924603,0
1477,"Tilo","25/11/2011 11:28","Medio (4 - 8 mts)",55,"Mediano",-68.8716011979,-32.8769954894,7,"Residencial Parque",1786336.08966,0,0.926524644717574,1
1480,"Perenne","24/11/2011 14:43","Muy bajo (1 - 2 mts)",16,"Chico",-68.871647103,-32.8771213346,7,"Residencial Parque",1786336.08966,0,0.0086795596871525,0
1487,"Paraiso","24/11/2011 14:31","Bajo (2 - 4 mts)",42,"Mediano",-68.8720769212,-32.8771152764,7,"Residencial Parque",1786336.08966,0,0.351253221975639,0
1498,"Fresno europeo","24/11/2011 11:24","Bajo (2 - 4 mts)",30,"Mediano",-68.8719912587,-32.876403186,7,"Residencial Parque",1786336.08966,0,0.217713658465073,0
1499,"Paraiso","24/11/2011 11:21","Medio (4 - 8 mts)",90,"Grande",-68.8719748881,-32.8763556833,7,"Residencial Parque",1786336.08966,0,0.376732844859362,0
1508,"Jacarand","24/11/2011 07:30","Medio (4 - 8 mts)",30,"Mediano",-68.8718229998,-32.8759245189,7,"Residencial Parque",1786336.08966,0,0.324100552126765,0
1518,"Fresno americano","24/11/2011 10:23","Bajo (2 - 4 mts)",14,"Chico",-68.873389326,-32.8778849306,7,"Residencial Parque",1786336.08966,0,0.663598667830229,1
1521,"Aguaribay","24/11/2011 10:17","Bajo (2 - 4 mts)",130,"Grande",-68.8734501326,-32.878063935,7,"Residencial Parque",1786336.08966,0,0.551443782867864,1
1544,"Tipa","23/11/2011 10:28","Bajo (2 - 4 mts)",60,"Mediano",-68.872861208,-32.8784579018,7,"Residencial Parque",1786336.08966,0,0.136866759974509,0
1556,"Fresno americano","21/11/2011 17:57","Bajo (2 - 4 mts)",36,"Mediano",-68.8736885477,-32.8791716695,7,"Residencial Parque",1786336.08966,0,0.336942282970995,0
1561,"Acer","21/11/2011 17:43","Bajo (2 - 4 mts)",80,"Grande",-68.8735891384,-32.8788981639,7,"Residencial Parque",1786336.08966,0,0.831899798009545,1
1569,"Morera","25/11/2011 10:20","Medio (4 - 8 mts)",70,"Grande",-68.8738241745,-32.8768453797,7,"Residencial Parque",1786336.08966,0,0.329526365967467,0
1572,"Paraiso sombrilla","25/11/2011 10:12","Medio (4 - 8 mts)",80,"Grande",-68.8735692245,-32.876917357,7,"Residencial Parque",1786336.08966,0,0.698576599359512,1
1586,"Acacia SP","30/11/2011 10:36","Bajo (2 - 4 mts)",50,"Mediano",-68.8725042227,-32.8757610897,7,"Residencial Parque",1786336.08966,0,0.0884780844207853,0
1592,"Algarrobo","30/11/2011 10:04","Muy bajo (1 - 2 mts)",12,"Chico",-68.8728749828,-32.8768156718,7,"Residencial Parque",1786336.08966,0,0.841183251468465,1
1594,"Morera","24/11/2011 10:34","Bajo (2 - 4 mts)",22,"Mediano",-68.8721648349,-32.8796367858,7,"Residencial Parque",1786336.08966,0,0.566592526854947,1
1597,"Acacia SP","24/11/2011 10:31","Bajo (2 - 4 mts)",70,"Grande",-68.8719592647,-32.8796721428,7,"Residencial Parque",1786336.08966,0,0.0114604991395026,0
1601,"Paraiso sombrilla","24/11/2011 10:24","Bajo (2 - 4 mts)",66,"Grande",-68.8717653972,-32.8796329198,7,"Residencial Parque",1786336.08966,0,0.36374837695621,0
1603,"Paraiso","24/11/2011 10:21","Bajo (2 - 4 mts)",40,"Mediano",-68.8717186158,-32.8794942211,7,"Residencial Parque",1786336.08966,0,0.468625711509958,0
1606,"Paraiso","24/11/2011 10:18","Medio (4 - 8 mts)",66,"Grande",-68.8716554456,-32.8793064499,7,"Residencial Parque",1786336.08966,0,0.596159498905763,1
1616,"Acer","24/11/2011 10:04","Muy bajo (1 - 2 mts)",20,"Chico",-68.8714738124,-32.8787806869,7,"Residencial Parque",1786336.08966,0,0.872496754163876,1
1620,"Acer","24/11/2011 10:00","Medio (4 - 8 mts)",60,"Mediano",-68.87141071,-32.8785933169,7,"Residencial Parque",1786336.08966,0,0.961822088109329,1
1636,"Prunas","23/11/2011 10:05","Muy bajo (1 - 2 mts)",20,"Chico",-68.8711330494,-32.8777689958,7,"Residencial Parque",1786336.08966,0,0.736700189765543,1
1655,"Aguaribay","23/11/2011 08:41","Alto (> 8 mts)",110,"Grande",-68.8717857924,-32.8780327619,7,"Residencial Parque",1786336.08966,1,0.473191159311682,0
1659,"Morera","23/11/2011 08:34","Bajo (2 - 4 mts)",32,"Mediano",-68.8719009826,-32.8783121372,7,"Residencial Parque",1786336.08966,0,0.765825693262741,1
1662,"Acer","23/11/2011 08:24","Bajo (2 - 4 mts)",26,"Mediano",-68.8719423857,-32.8784350606,7,"Residencial Parque",1786336.08966,0,0.599599696928635,1
1664,"Paraiso","23/11/2011 08:21","Bajo (2 - 4 mts)",30,"Mediano",-68.871974455,-32.8785302987,7,"Residencial Parque",1786336.08966,0,0.0902093725744635,0
1683,"Morera","23/11/2011 07:57","Medio (4 - 8 mts)",70,"Grande",-68.8723131003,-32.879535641,7,"Residencial Parque",1786336.08966,0,0.744453735416755,1
1687,"Paraiso","25/11/2011 11:03","Bajo (2 - 4 mts)",25,"Mediano",-68.8719846185,-32.8772619389,7,"Residencial Parque",1786336.08966,0,0.317124563502148,0
1689,"Acer","24/11/2011 12:41","Bajo (2 - 4 mts)",25,"Mediano",-68.8719340279,-32.877874267,7,"Residencial Parque",1786336.08966,0,0.536959270713851,1
1690,"Fresno americano","24/11/2011 12:40","Bajo (2 - 4 mts)",20,"Chico",-68.8719557269,-32.87794014,7,"Residencial Parque",1786336.08966,0,0.195050393464044,0
1691,"Aguaribay","24/11/2011 12:39","Alto (> 8 mts)",180,"Grande",-68.871970196,-32.8779807373,7,"Residencial Parque",1786336.08966,0,0.635643755551428,1
1697,"Paraiso","24/11/2011 12:28","Medio (4 - 8 mts)",70,"Grande",-68.8720479931,-32.8782917182,7,"Residencial Parque",1786336.08966,0,0.387885632691905,0
1699,"Acacia SP","24/11/2011 12:26","Medio (4 - 8 mts)",48,"Mediano",-68.8720652276,-32.8783361082,7,"Residencial Parque",1786336.08966,0,0.148777254857123,0
1704,"Paraiso","24/11/2011 12:18","Bajo (2 - 4 mts)",30,"Mediano",-68.872132015,-32.8785321713,7,"Residencial Parque",1786336.08966,0,0.696939135203138,1
1709,"Acer","24/11/2011 12:08","Medio (4 - 8 mts)",65,"Grande",-68.8722444639,-32.8788636974,7,"Residencial Parque",1786336.08966,0,0.923859463306144,1
1710,"Paraiso","24/11/2011 12:07","Alto (> 8 mts)",130,"Grande",-68.8722715565,-32.8789341617,7,"Residencial Parque",1786336.08966,0,0.427180397091433,0
1719,"Paraiso","23/11/2011 08:00","Alto (> 8 mts)",128,"Grande",-68.8724087534,-32.8793251003,7,"Residencial Parque",1786336.08966,0,0.911818123422563,1
1722,"Fresno americano","22/11/2011 10:22","Medio (4 - 8 mts)",28,"Mediano",-68.8724624713,-32.8794986192,7,"Residencial Parque",1786336.08966,0,0.744400557130575,1
1734,"Fresno americano","22/11/2011 09:31","Alto (> 8 mts)",98,"Grande",-68.8728935023,-32.8790079344,7,"Residencial Parque",1786336.08966,1,0.257737348554656,0
1751,"Paraiso","21/11/2011 10:24","Medio (4 - 8 mts)",65,"Grande",-68.87245203,-32.877828057,7,"Residencial Parque",1786336.08966,0,0.352179105160758,0
1771,"Morera","25/11/2011 10:15","Medio (4 - 8 mts)",30,"Mediano",-68.8704596208,-32.8783969015,7,"Residencial Parque",1786336.08966,0,0.471264738822356,0
1792,"Acer","25/11/2011 09:18","Medio (4 - 8 mts)",78,"Grande",-68.8701075915,-32.8790120234,7,"Residencial Parque",1786336.08966,0,0.592926430748776,1
1800,"Jacarand","24/11/2011 13:27","Bajo (2 - 4 mts)",16,"Chico",-68.8702479827,-32.8794242485,7,"Residencial Parque",1786336.08966,0,0.290474482811987,0
1805,"Acer","24/11/2011 13:20","Medio (4 - 8 mts)",50,"Mediano",-68.8703353089,-32.8797295668,7,"Residencial Parque",1786336.08966,0,0.604676179820672,1
1806,"Acer","24/11/2011 13:19","Medio (4 - 8 mts)",28,"Mediano",-68.8703620152,-32.8798207341,7,"Residencial Parque",1786336.08966,0,0.497517373180017,0
1813,"Morera","24/11/2011 13:07","Medio (4 - 8 mts)",28,"Mediano",-68.8707249918,-32.8798923219,7,"Residencial Parque",1786336.08966,0,0.310181679669768,0
1815,"Aguaribay","24/11/2011 13:01","Alto (> 8 mts)",145,"Grande",-68.8709098743,-32.8797547692,7,"Residencial Parque",1786336.08966,0,0.830088125308976,1
1829,"Fresno americano","18/11/2011 17:17","Muy bajo (1 - 2 mts)",10,"Chico",-68.8608488789,-32.8710214221,7,"Residencial Parque",1786336.08966,0,0.19249401637353,0
1842,"Paraiso","17/11/2011 13:00","Bajo (2 - 4 mts)",66,"Grande",-68.8586826095,-32.8721080845,6,"Residencial Norte",2694682.37982,0,0.161367488326505,0
1857,"Acacia SP","17/11/2011 12:23","Muy bajo (1 - 2 mts)",4,"Chico",-68.8592509876,-32.8711191455,6,"Residencial Norte",2694682.37982,0,0.00346333952620625,0
1876,"Paraiso","15/11/2011 13:21","Medio (4 - 8 mts)",38,"Mediano",-68.8608554736,-32.870279883,7,"Residencial Parque",1786336.08966,0,0.281881164526567,0
1897,"Acacia SP","17/11/2011 12:14","Muy bajo (1 - 2 mts)",2,"Chico",-68.8590023235,-32.8698028214,6,"Residencial Norte",2694682.37982,0,0.444199721096084,0
1901,"Acacia SP","17/11/2011 11:14","Muy bajo (1 - 2 mts)",2,"Chico",-68.8589812231,-32.8693579051,6,"Residencial Norte",2694682.37982,1,0.62650918145664,1
1903,"Acacia SP","16/11/2011 12:58","Muy bajo (1 - 2 mts)",2,"Chico",-68.858893972,-32.8688688086,6,"Residencial Norte",2694682.37982,0,0.302335046231747,0
1915,"Paraiso","18/11/2011 11:53","Medio (4 - 8 mts)",35,"Mediano",-68.8597482882,-32.871631256,6,"Residencial Norte",2694682.37982,0,0.310269979294389,0
1922,"Acacia SP","18/11/2011 14:33","Muy bajo (1 - 2 mts)",2,"Chico",-68.8595052992,-32.8719155175,6,"Residencial Norte",2694682.37982,0,0.54028004873544,1
1929,"Paraiso","18/11/2011 12:27","Bajo (2 - 4 mts)",18,"Chico",-68.8594160652,-32.8712935808,6,"Residencial Norte",2694682.37982,0,0.595210888888687,1
1944,"Fresno europeo","21/11/2011 12:32","Bajo (2 - 4 mts)",33,"Mediano",-68.8583525784,-32.8702871378,6,"Residencial Norte",2694682.37982,0,0.72731472668238,1
1947,"Acacia SP","18/11/2011 17:01","Muy bajo (1 - 2 mts)",8,"Chico",-68.859195367,-32.8706653808,6,"Residencial Norte",2694682.37982,0,0.505131646757945,1
1951,"Acacia SP","18/11/2011 16:56","Muy bajo (1 - 2 mts)",16,"Chico",-68.8591323344,-32.8702740204,6,"Residencial Norte",2694682.37982,1,0.289665452437475,0
1958,"Caducifolio","18/05/2011 09:54","Muy bajo (1 - 2 mts)",12,"Chico",-68.8606136773,-32.8901616897,5,"Residencial Sur",2423808.92355,0,0.485664167208597,0
1977,"Pltano","03/01/2012 09:17","Alto (> 8 mts)",110,"Grande",-68.8590318384,-32.8898432181,5,"Residencial Sur",2423808.92355,0,0.518455301877111,1
1983,"Morera","03/01/2012 10:34","Bajo (2 - 4 mts)",30,"Mediano",-68.860092286,-32.889545848,5,"Residencial Sur",2423808.92355,0,0.646072243107483,1
2000,"Ailanthus","14/11/2011 13:03","Alto (> 8 mts)",58,"Mediano",-68.8319161685,-32.8937893931,3,"Parque O'Higgins",1531146.02653,0,0.54078192054294,1
2008,"Morera","14/11/2011 13:42","Medio (4 - 8 mts)",118,"Grande",-68.8324914833,-32.8945876149,3,"Parque O'Higgins",1531146.02653,0,0.366290016099811,0
2018,"Ailanthus","02/11/2011 08:52","Bajo (2 - 4 mts)",13,"Chico",-68.8329460332,-32.8948947338,3,"Parque O'Higgins",1531146.02653,0,0.845178418792784,1
2019,"Morera","02/11/2011 08:51","Medio (4 - 8 mts)",95,"Grande",-68.8329485656,-32.8948666297,3,"Parque O'Higgins",1531146.02653,1,0.469085829798132,0
2026,"Fresno americano","02/11/2011 08:39","Bajo (2 - 4 mts)",20,"Chico",-68.8329405759,-32.8943640752,3,"Parque O'Higgins",1531146.02653,0,0.359555950853974,0
2031,"Morera","01/11/2011 08:55","Medio (4 - 8 mts)",100,"Grande",-68.8343861031,-32.8949244421,3,"Parque O'Higgins",1531146.02653,0,0.915648536756635,1
2033,"Morera","01/11/2011 08:41","Medio (4 - 8 mts)",60,"Mediano",-68.8334290513,-32.8951036488,3,"Parque O'Higgins",1531146.02653,0,0.668241425417364,1
2038,"Morera","01/11/2011 10:24","Medio (4 - 8 mts)",90,"Grande",-68.8330628547,-32.8948651656,3,"Parque O'Higgins",1531146.02653,0,0.866800194373354,1
2040,"Morera","01/11/2011 09:56","Medio (4 - 8 mts)",86,"Grande",-68.8340775652,-32.8940078766,3,"Parque O'Higgins",1531146.02653,0,0.943518940592185,1
2045,"Olmo bola","14/11/2011 18:08","Muy bajo (1 - 2 mts)",15,"Chico",-68.827759099,-32.8811534599,3,"Parque O'Higgins",1531146.02653,0,0.823439405066893,1
2056,"Fresno europeo","11/10/2011 17:01","Muy bajo (1 - 2 mts)",14,"Chico",-68.8291261381,-32.8814400011,3,"Parque O'Higgins",1531146.02653,0,0.498438316397369,0
2058,"Fresno europeo","11/10/2011 16:57","Medio (4 - 8 mts)",90,"Grande",-68.8289573083,-32.8814494077,3,"Parque O'Higgins",1531146.02653,0,0.439159577479586,0
2062,"Fresno europeo","11/10/2011 16:34","Bajo (2 - 4 mts)",40,"Mediano",-68.8285775793,-32.8814763038,3,"Parque O'Higgins",1531146.02653,0,0.0996926056686789,0
2083,"Fresno europeo","22/11/2011 12:40","Alto (> 8 mts)",65,"Grande",-68.8295986898,-32.8820234602,3,"Parque O'Higgins",1531146.02653,0,0.0747663085348904,0
2088,"Acacia SP","22/11/2011 12:00","Medio (4 - 8 mts)",85,"Grande",-68.8280645019,-32.8823559119,3,"Parque O'Higgins",1531146.02653,0,0.721505968598649,1
2099,"Ailanthus","19/10/2011 09:43","Medio (4 - 8 mts)",95,"Grande",-68.8305769597,-32.8887812941,3,"Parque O'Higgins",1531146.02653,0,0.0486462921835482,0
2110,"Fresno europeo","18/10/2011 11:28","Bajo (2 - 4 mts)",18,"Chico",-68.830867851,-32.8877938712,3,"Parque O'Higgins",1531146.02653,0,0.439777715830132,0
2115,"Fresno europeo","18/10/2011 11:23","Medio (4 - 8 mts)",110,"Grande",-68.8305148243,-32.8878103388,3,"Parque O'Higgins",1531146.02653,0,0.643032752675936,1
2117,"Fresno europeo","18/10/2011 11:21","Medio (4 - 8 mts)",100,"Grande",-68.8303213811,-32.8878191231,3,"Parque O'Higgins",1531146.02653,0,0.174415637506172,0
2122,"Morera","11/11/2011 12:14","Medio (4 - 8 mts)",110,"Grande",-68.8308202253,-32.8862332643,3,"Parque O'Higgins",1531146.02653,1,0.854751781560481,1
2126,"Fresno europeo","10/11/2011 17:01","Muy bajo (1 - 2 mts)",4,"Chico",-68.8309577912,-32.887686696,3,"Parque O'Higgins",1531146.02653,0,0.591340361861512,1
2127,"Morera","11/11/2011 13:12","Bajo (2 - 4 mts)",60,"Mediano",-68.8313091418,-32.8875849583,3,"Parque O'Higgins",1531146.02653,0,0.456950488500297,0
2137,"Acacia SP","09/11/2011 10:08","Medio (4 - 8 mts)",75,"Grande",-68.8334809198,-32.8912713721,3,"Parque O'Higgins",1531146.02653,1,0.564326202496886,1
2142,"Fresno europeo","28/10/2011 10:23","Bajo (2 - 4 mts)",50,"Mediano",-68.8383589075,-32.8913159761,3,"Parque O'Higgins",1531146.02653,0,0.877742157783359,1
2147,"Morera","07/11/2011 10:40","Muy bajo (1 - 2 mts)",12,"Chico",-68.8399015707,-32.8949913072,2,"Barrio Civico",2366816.36021,0,0.846341412747279,1
2148,"Morera","07/11/2011 10:39","Alto (> 8 mts)",142,"Grande",-68.8397727645,-32.8950127702,2,"Barrio Civico",2366816.36021,1,0.201522903749719,0
2151,"Morera","07/11/2011 09:52","Bajo (2 - 4 mts)",35,"Mediano",-68.8376922169,-32.8948353367,2,"Barrio Civico",2366816.36021,0,0.991086320020258,1
2156,"Fresno europeo","07/11/2011 09:26","Medio (4 - 8 mts)",104,"Grande",-68.8385339749,-32.8943044361,2,"Barrio Civico",2366816.36021,0,0.755039520794526,1
2162,"Morera","07/11/2011 09:10","Alto (> 8 mts)",142,"Grande",-68.8393654465,-32.8942994971,2,"Barrio Civico",2366816.36021,0,0.858993134927005,1
2167,"Morera","09/11/2011 16:42","Bajo (2 - 4 mts)",26,"Mediano",-68.8316285209,-32.8861979141,3,"Parque O'Higgins",1531146.02653,0,0.105870421044528,0
2168,"Morera","08/11/2011 17:00","Bajo (2 - 4 mts)",30,"Mediano",-68.831384623,-32.8867588201,3,"Parque O'Higgins",1531146.02653,1,0.0756379982922226,0
2175,"Paraiso sombrilla","09/11/2011 17:36","Bajo (2 - 4 mts)",80,"Grande",-68.8326104598,-32.8873089858,3,"Parque O'Higgins",1531146.02653,0,0.611753827892244,1
2177,"Fresno europeo","04/11/2011 16:03","Bajo (2 - 4 mts)",70,"Grande",-68.8329956152,-32.8875866672,3,"Parque O'Higgins",1531146.02653,0,0.568932349560782,1
2187,"Morera","04/11/2011 17:01","Bajo (2 - 4 mts)",60,"Mediano",-68.832707831,-32.8863340473,3,"Parque O'Higgins",1531146.02653,0,0.436766499653459,0
2190,"Morera","04/11/2011 16:38","Bajo (2 - 4 mts)",60,"Mediano",-68.8327355617,-32.8870032957,3,"Parque O'Higgins",1531146.02653,0,0.9464878058061,1
2196,"Pltano","03/11/2011 08:53","Muy bajo (1 - 2 mts)",10,"Chico",-68.8343295725,-32.8905593363,3,"Parque O'Higgins",1531146.02653,0,0.615443672752008,1
2200,"Pltano","03/11/2011 11:01","Alto (> 8 mts)",191,"Grande",-68.8334033062,-32.8900243713,3,"Parque O'Higgins",1531146.02653,0,0.763201997848228,1
2205,"Morera","28/10/2011 11:32","Medio (4 - 8 mts)",77,"Grande",-68.8391569718,-32.8928981151,2,"Barrio Civico",2366816.36021,1,0.649097370915115,1
2211,"Morera","28/10/2011 11:17","Medio (4 - 8 mts)",90,"Grande",-68.838274847,-32.8929080889,2,"Barrio Civico",2366816.36021,0,0.178191618993878,0
2212,"Fresno europeo","28/10/2011 10:53","Muy bajo (1 - 2 mts)",4,"Chico",-68.8382859568,-32.8928168693,2,"Barrio Civico",2366816.36021,0,0.638548982329667,1
2238,"Morera","03/11/2011 09:46","Muy bajo (1 - 2 mts)",10,"Chico",-68.8369355915,-32.8939402168,2,"Barrio Civico",2366816.36021,0,0.638919299468398,1
2239,"Morera","03/11/2011 09:49","Alto (> 8 mts)",122,"Grande",-68.8368750224,-32.8939504306,3,"Parque O'Higgins",1531146.02653,0,0.676858750637621,1
2246,"Morera","31/10/2011 09:49","Medio (4 - 8 mts)",78,"Grande",-68.8359550554,-32.8932662766,3,"Parque O'Higgins",1531146.02653,0,0.7108069434762,1
2256,"Paraiso","28/10/2011 08:29","Medio (4 - 8 mts)",75,"Grande",-68.8381527009,-32.8925838243,3,"Parque O'Higgins",1531146.02653,0,0.326000767759979,0
2257,"Paraiso","28/10/2011 08:27","Alto (> 8 mts)",145,"Grande",-68.838151409,-32.892607208,3,"Parque O'Higgins",1531146.02653,0,0.940088647650555,1
